movie_title,original_genres,predicted_genres
Dark Blue,"['Action', 'Crime', 'Drama', 'Thriller']",Crime Drama
A Mighty Heart,"['Drama', 'Thriller']",Drama
Whatever It Takes,"['Drama', 'Comedy', 'Romance']",Comedy Drama
Boat Trip,['Comedy'],Comedy
The Importance of Being Earnest,"['Comedy', 'Drama', 'History', 'Romance']",Comedy Drama Romance
The Love Letter,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Drama
Hoot,"['Drama', 'Family']",Drama
In Bruges,"['Comedy', 'Drama', 'Crime']",Comedy
Peeples,['Comedy'],Comedy
The Rocker,"['Comedy', 'Music']",Comedy
Post Grad,['Comedy'],Comedy Drama
Promised Land,['Drama'],Drama
Whatever Works,"['Comedy', 'Romance']",Comedy Drama Romance
The In Crowd,['Thriller'],Drama
The Three Burials of Melquiades Estrada,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",
Jakob the Liar,"['Comedy', 'Drama', 'History']",Comedy Drama
Kiss Kiss Bang Bang,"['Action', 'Comedy', 'Crime', 'Mystery']",Comedy Crime
Idle Hands,"['Thriller', 'Comedy', 'Horror']",Drama
Mulholland Drive,"['Thriller', 'Drama', 'Mystery']",Drama
Blood and Chocolate,"['Drama', 'Fantasy', 'Horror', 'Romance']",Drama Romance
You Will Meet a Tall Dark Stranger,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Never Let Me Go,"['Drama', 'Romance', 'Science Fiction']",Drama
The Company,['Drama'],Drama
Transsiberian,"['Thriller', 'Crime', 'Mystery']",Thriller
The Clan of the Cave Bear,"['Adventure', 'Drama']",
Crazy in Alabama,"['Comedy', 'Drama']",
Funny Games,"['Horror', 'Thriller', 'Crime']",Thriller
Listening,"['Drama', 'Thriller', 'Science Fiction']",Thriller
Felicia's Journey,['Drama'],Drama
Metropolis,"['Drama', 'Science Fiction']",Drama Science Fiction
District B13,"['Action', 'Thriller', 'Science Fiction']",Action Thriller
Things to Do in Denver When You're Dead,"['Drama', 'Crime']",Crime Drama
The Assassin,"['Action', 'Drama', 'History']",Action Drama
Buffalo Soldiers,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']",Drama
The Return,"['Thriller', 'Drama', 'Mystery']",Drama
Ong Bak 2,"['Adventure', 'Action', 'Thriller']",
Centurion,"['Adventure', 'Action', 'Drama']",Drama
Silent Trigger,"['Drama', 'Action', 'Thriller']",Action Thriller
The Midnight Meat Train,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",
Winnie Mandela,['Drama'],Drama
The Son of No One,"['Drama', 'Thriller', 'Crime']",Drama Thriller
All The Queen's Men,"['Action', 'Comedy', 'Drama', 'History']",Action Drama
The Good Night,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",Drama
Bathory: Countess of Blood,"['Drama', 'Fantasy']",Drama
Khumba,"['Animation', 'Adventure', 'Family']",
Automata,"['Thriller', 'Science Fiction']",Action Science Fiction Thriller
Dungeons & Dragons: Wrath of the Dragon God,"['Action', 'Adventure', 'Fantasy']",
Chiamatemi Francesco - Il Papa della gente,['Drama'],Drama
Shinjuku Incident,"['Drama', 'Action', 'Thriller', 'Crime']",Action Drama Thriller
Pandaemonium,"['Drama', 'Foreign']",Drama
Groundhog Day,"['Romance', 'Fantasy', 'Drama', 'Comedy']",Comedy Drama
Magic Mike XXL,"['Comedy', 'Drama', 'Music']",Comedy Drama
Romeo + Juliet,"['Drama', 'Romance']",Drama Romance
Sarah's Key,"['Drama', 'War']",
Freedom,['Drama'],Drama
Unforgiven,['Western'],Action
Manderlay,['Drama'],Drama
Slumdog Millionaire,"['Drama', 'Romance']",Drama
Fatal Attraction,"['Drama', 'Romance', 'Thriller']",Drama Romance Thriller
Pretty Woman,"['Romance', 'Comedy']",Comedy
Crocodile Dundee II,"['Adventure', 'Comedy']",Comedy
Broken Horses,"['Thriller', 'Mystery', 'Drama', 'Crime']",Drama
Born on the Fourth of July,"['Drama', 'War']",Drama
Cool Runnings,['Comedy'],
My Bloody Valentine,"['Mystery', 'Horror']",
Stomp the Yard,"['Drama', 'Music']",Drama
The Spy Who Loved Me,"['Adventure', 'Action', 'Thriller']",Action Adventure Thriller
Urban Legend,"['Horror', 'Thriller']",Horror Thriller
Good Deeds,"['Comedy', 'Drama', 'Romance']",
White Fang,"['Action', 'Adventure', 'Drama', 'Family']",Adventure Drama Family
Superstar,"['Comedy', 'Family']",
The Iron Lady,"['History', 'Drama']",Drama
Jonah: A VeggieTales Movie,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Comedy
Poetic Justice,"['Drama', 'Romance']",Drama
All About the Benjamins,"['Action', 'Adventure', 'Comedy']",Comedy
Vampire in Brooklyn,"['Comedy', 'Horror', 'Romance']",Horror
Exorcist II: The Heretic,"['Horror', 'Thriller', 'Fantasy']",Horror Thriller
An American Haunting,"['Horror', 'Thriller']",Drama
My Boss's Daughter,"['Comedy', 'Romance']",Comedy
A Perfect Getaway,"['Thriller', 'Mystery', 'Adventure']",Thriller
Our Family Wedding,['Comedy'],Comedy
Dead Man on Campus,['Comedy'],Comedy
Tea with Mussolini,"['Comedy', 'Drama', 'War']",Drama War
Thinner,"['Horror', 'Thriller']",
"New York, New York","['Drama', 'Music', 'Romance']",Drama Romance
Crooklyn,"['Comedy', 'Drama']",Drama
I Think I Love My Wife,"['Comedy', 'Romance']",Comedy Drama Romance
Jason X,"['Horror', 'Science Fiction']",Science Fiction
Bobby,"['History', 'Drama']",Drama
Head Over Heels,"['Comedy', 'Romance']",Comedy
Fun Size,['Comedy'],Comedy
The Diving Bell and the Butterfly,['Drama'],Drama
Little Children,"['Romance', 'Drama']",Drama
Gossip,"['Drama', 'Mystery', 'Thriller']",
A Walk on the Moon,"['Drama', 'Romance']",Drama Romance
Catch a Fire,"['Action', 'Drama', 'Thriller']",Drama
Soul Survivors,"['Horror', 'Mystery', 'Thriller']",Thriller
Jefferson in Paris,"['Drama', 'Romance']",Drama
Easy Virtue,"['Comedy', 'Romance']",
Caravans,"['Action', 'Adventure', 'Drama', 'Romance']",Drama
Mr. Turner,"['History', 'Drama']",Drama
Wild Grass,"['Drama', 'Romance']",Drama
Amen.,"['Drama', 'History']",Drama
Reign of Assassins,"['History', 'Action']",Action
The Lucky Ones,"['Comedy', 'Drama', 'History']",Drama
Margaret,['Drama'],Drama
Stan Helsing,"['Comedy', 'Horror']",Comedy
Flipped,"['Romance', 'Drama']",Drama Romance
Brokeback Mountain,"['Drama', 'Romance']",Drama Romance
Clueless,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Far from Heaven,"['Drama', 'Romance']",Drama
Hot Tub Time Machine 2,['Comedy'],Comedy Science Fiction
Quills,['Drama'],Drama
Seven Psychopaths,"['Comedy', 'Crime']",Crime
The Caveman's Valentine,"['Drama', 'Mystery', 'Thriller']",Drama
Downfall,"['Drama', 'History', 'War']",Drama
The Sea Inside,['Drama'],Drama
Under the Skin,"['Thriller', 'Science Fiction', 'Drama']",
"Good Morning, Vietnam","['Comedy', 'Drama', 'War']",Drama
The Last Godfather,"['Action', 'Comedy', 'Thriller']",
Justin Bieber: Never Say Never,"['Documentary', 'Music', 'Family']",
Black Swan,"['Drama', 'Thriller']",Drama
The Godfather: Part II,"['Drama', 'Crime']",Crime Drama
Save the Last Dance,"['Drama', 'Family', 'Romance', 'Music']",Drama
A Nightmare on Elm Street 4: The Dream Master,"['Horror', 'Thriller']",Horror Thriller
Miracles from Heaven,['Drama'],Drama
"Dude, Where’s My Car?",['Comedy'],Comedy
Young Guns,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",
St. Vincent,['Comedy'],Comedy Drama
About Last Night,"['Comedy', 'Romance']",Comedy Romance
10 Things I Hate About You,"['Comedy', 'Romance', 'Drama']",Comedy Drama
The New Guy,"['Comedy', 'Family']",Comedy
National Lampoon's Loaded Weapon 1,['Comedy'],Comedy Crime
The Shallows,"['Horror', 'Drama', 'Thriller']",Thriller
The Butterfly Effect,"['Science Fiction', 'Thriller']",
Snow Day,"['Comedy', 'Family']",
This Christmas,"['Comedy', 'Drama']",Comedy Drama
Baby Geniuses,"['Science Fiction', 'Comedy', 'Family']",
The Big Hit,"['Action', 'Adventure', 'Comedy', 'Thriller']",Comedy Thriller
Harriet the Spy,"['Comedy', 'Drama', 'Family']",Comedy
Child's Play 2,"['Drama', 'Horror']",
No Good Deed,"['Crime', 'Thriller']",Thriller
The Mist,"['Science Fiction', 'Horror', 'Thriller']",Horror
Ex Machina,"['Drama', 'Science Fiction']",Science Fiction
Being John Malkovich,"['Fantasy', 'Drama', 'Comedy']",Comedy
Two Can Play That Game,"['Comedy', 'Romance']",Comedy
Earth to Echo,"['Family', 'Adventure', 'Science Fiction']",
Crazy/Beautiful,"['Drama', 'Romance']",Comedy Drama Romance
Letters from Iwo Jima,"['Action', 'Adventure', 'Drama', 'War']",Drama War
The Astronaut Farmer,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",Drama
Woo,"['Comedy', 'Romance']",Comedy Romance
Room,"['Drama', 'Thriller']",Drama
Dirty Work,['Comedy'],Comedy
Serial Mom,"['Comedy', 'Crime', 'Horror', 'Thriller']",Comedy Drama
Dick,['Comedy'],Comedy
Light It Up,"['Drama', 'Thriller']",Comedy
54,"['Music', 'Drama']",Drama
Bubble Boy,"['Adventure', 'Comedy', 'Drama', 'Romance']",Comedy Drama
Birthday Girl,"['Comedy', 'Crime', 'Thriller']",
21 & Over,['Comedy'],Comedy Drama
"Paris, je t'aime","['Drama', 'Romance']",Drama Romance
Resurrecting the Champ,['Drama'],Drama
Admission,"['Comedy', 'Drama', 'Romance']",Drama
The Widow of Saint-Pierre,"['Romance', 'Drama']",Drama
Chloe,"['Drama', 'Thriller', 'Mystery']",Drama
Faithful,"['Comedy', 'Crime', 'Drama']",Comedy Drama
Find Me Guilty,"['Drama', 'Action', 'Comedy', 'Crime']",Drama
The Perks of Being a Wallflower,"['Drama', 'Romance']",Drama Romance
Excessive Force,['Action'],
Infamous,['Drama'],Drama
The Claim,"['Drama', 'Romance', 'Western']",Drama
The Vatican Tapes,"['Thriller', 'Horror']",
Attack the Block,"['Action', 'Comedy', 'Science Fiction']",Action Science Fiction
In the Land of Blood and Honey,"['Drama', 'Romance', 'War']",Drama
The Call,"['Crime', 'Thriller']",Thriller
Operation Chromite,"['History', 'Drama', 'War', 'Action']",Action Drama
The Crocodile Hunter: Collision Course,"['Family', 'Action', 'Adventure']",Comedy
I Love You Phillip Morris,"['Comedy', 'Drama', 'Romance']",Drama
Quest for Fire,"['Adventure', 'Drama']",Adventure
Antwone Fisher,"['Drama', 'Romance']",Drama
The Emperor's Club,"['Drama', 'Romance']",Drama
True Romance,"['Action', 'Thriller', 'Crime', 'Romance']",Drama
Womb,"['Romance', 'Science Fiction']",
Glengarry Glen Ross,"['Crime', 'Drama', 'Mystery']",Drama
The Killer Inside Me,"['Crime', 'Drama', 'Thriller']",Drama
Cat People,"['Drama', 'Fantasy', 'Horror', 'Thriller']",
Sorority Row,"['Horror', 'Mystery', 'Thriller']",Horror Thriller
The Prisoner of Zenda,"['Adventure', 'Drama', 'Romance']",
Lars and the Real Girl,"['Comedy', 'Romance', 'Drama']",Drama Romance
The Boy in the Striped Pyjamas,"['War', 'Drama']",Drama
Dancer in the Dark,"['Drama', 'Crime', 'Music']",Drama
Oscar and Lucinda,"['Drama', 'Romance']",Drama
The Funeral,"['Crime', 'Drama']",Drama
Solitary Man,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Machete,"['Action', 'Comedy', 'Thriller']",Drama Thriller
Casino Jack,"['Crime', 'Comedy', 'Drama']",Drama
The Land Before Time,"['Animation', 'Adventure', 'Family']",Adventure Family
Tae Guk Gi: The Brotherhood of War,"['Action', 'Adventure', 'Drama', 'History', 'War']",Drama
The Perfect Game,"['Drama', 'Family']",Drama
The Exorcist,"['Drama', 'Horror', 'Thriller']",Drama Horror Thriller
Jaws,"['Horror', 'Thriller', 'Adventure']",Thriller
American Pie,"['Comedy', 'Romance']",Comedy
Ernest & Celestine,"['Animation', 'Comedy', 'Drama', 'Family']",Comedy Drama
The Golden Child,"['Action', 'Adventure', 'Comedy']",Action
Think Like a Man,"['Comedy', 'Romance']",Comedy
Barbershop,"['Comedy', 'Drama']",Comedy Drama
Star Trek II: The Wrath of Khan,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",
Ace Ventura: Pet Detective,"['Comedy', 'Mystery']",Comedy
WarGames,"['Thriller', 'Science Fiction']",
Witness,"['Crime', 'Drama', 'Romance', 'Thriller']",Crime Drama Thriller
Act of Valor,"['Action', 'Thriller', 'War']",Action Thriller
Step Up,"['Music', 'Drama', 'Romance', 'Crime']",Drama
Beavis and Butt-Head Do America,"['Animation', 'Comedy']",Comedy
Jackie Brown,"['Comedy', 'Crime', 'Romance']",
Harold & Kumar Escape from Guantanamo Bay,"['Comedy', 'Adventure']",Comedy
Chronicle,"['Science Fiction', 'Drama', 'Thriller']",Drama
Yentl,"['Music', 'Drama', 'Romance']",Drama
Time Bandits,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",Comedy
Crossroads,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",Comedy Drama Romance
Project X,"['Comedy', 'Crime']",Comedy
Patton,"['Drama', 'History', 'War']",Drama History War
One Hour Photo,"['Horror', 'Thriller']",
Quarantine,"['Horror', 'Science Fiction', 'Thriller']",Horror Thriller
The Eye,"['Drama', 'Horror', 'Thriller']",Drama
Johnson Family Vacation,"['Comedy', 'Family']",Comedy
How High,['Comedy'],Comedy
The Muppet Christmas Carol,"['Comedy', 'Family', 'Fantasy', 'Drama']",Comedy
Frida,"['Drama', 'Romance']",Drama Romance
Katy Perry: Part of Me,"['Documentary', 'Music']",
The Fault in Our Stars,"['Romance', 'Drama']",Drama Romance
Rounders,"['Drama', 'Crime']",Drama
Top Five,"['Drama', 'Comedy']",Comedy
Prophecy,"['Horror', 'Science Fiction']",Horror
Stir of Echoes,"['Horror', 'Mystery', 'Thriller']",Horror Thriller
Philomena,['Drama'],Drama
The Upside of Anger,"['Comedy', 'Drama']",Comedy Drama
The Boys from Brazil,"['Horror', 'Drama', 'Thriller', 'Science Fiction']",Thriller
Aquamarine,"['Fantasy', 'Romance', 'Family', 'Comedy']",Comedy Drama
Paper Towns,"['Drama', 'Mystery', 'Romance']",Drama
My Baby's Daddy,['Comedy'],Comedy
Nebraska,"['Drama', 'Adventure']",Drama
Tales from the Crypt: Demon Knight,"['Horror', 'Comedy', 'Thriller']",
Max Keeble's Big Move,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",
Young Adult,"['Comedy', 'Drama']",Comedy Drama
Crank,"['Action', 'Thriller', 'Crime']",Action Crime Thriller
Def Jam's How to Be a Player,"['Comedy', 'Romance']",Comedy
Living Out Loud,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance
Just Wright,"['Comedy', 'Drama', 'Romance']",Drama
Rachel Getting Married,['Drama'],Drama
The Postman Always Rings Twice,"['Romance', 'Crime', 'Drama']",Drama Thriller
Girl with a Pearl Earring,"['Drama', 'Romance']",Drama
Das Boot,"['Action', 'Drama', 'History', 'War', 'Adventure']",Action Drama
Sorority Boys,['Comedy'],Comedy
About Time,"['Comedy', 'Drama', 'Science Fiction']",Comedy Drama
House of Flying Daggers,"['Adventure', 'Drama', 'Action', 'Romance']",Action Drama
Arbitrage,"['Drama', 'Thriller']",
Project Almanac,"['Science Fiction', 'Thriller']",Science Fiction
Cadillac Records,"['Drama', 'History', 'Music']",Drama
Screwed,"['Action', 'Comedy']",Comedy
Fortress,"['Action', 'Thriller', 'Science Fiction']",Science Fiction Thriller
For Your Consideration,"['Comedy', 'Drama']",Drama
Celebrity,"['Drama', 'Comedy']",Comedy Drama
Running with Scissors,"['Drama', 'Comedy']",Drama
From Justin to Kelly,"['Comedy', 'Romance']",Comedy
Girl 6,['Comedy'],Comedy
In the Cut,"['Mystery', 'Thriller']",Drama
Two Lovers,"['Drama', 'Romance']",Drama Romance
Last Orders,"['Comedy', 'Drama']",Drama
The Host,"['Horror', 'Drama', 'Science Fiction']",
The Pursuit of D.B. Cooper,"['Adventure', 'Crime', 'Thriller']",
Ravenous,"['Comedy', 'Horror', 'Thriller', 'Western']",Drama Thriller
Charlie Bartlett,"['Comedy', 'Drama']",Comedy Drama
The Great Beauty,"['Comedy', 'Drama']",Drama Romance
The Dangerous Lives of Altar Boys,"['Comedy', 'Drama']",Comedy
Stoker,"['Drama', 'Horror', 'Thriller']",Drama
2046,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",Drama Romance
Married Life,"['Crime', 'Drama', 'Romance']",Comedy Drama Romance
Duma,"['Adventure', 'Drama', 'Family']",Drama Family
Ondine,"['Drama', 'Romance']",Drama
Brother,"['Crime', 'Drama', 'Thriller']",Crime Drama
Welcome to Collinwood,['Comedy'],
Critical Care,"['Comedy', 'Drama']",Drama
The Life Before Her Eyes,"['Thriller', 'Drama', 'Mystery']",Drama
Darling Companion,"['Drama', 'Romance']",Drama
Trade,"['Drama', 'Thriller']",Drama
Fateless,"['War', 'Drama']",Drama
Breakfast of Champions,['Comedy'],Drama
"A Woman, a Gun and a Noodle Shop","['Comedy', 'Drama', 'Thriller']",Drama Thriller
Cypher,"['Thriller', 'Science Fiction', 'Mystery']",Drama
City of Life and Death,"['Drama', 'History', 'War']",Drama
Legend of a Rabbit,"['Animation', 'Family', 'Action', 'Adventure', 'Comedy']",Comedy
Space Battleship Yamato,['Science Fiction'],Science Fiction
5 Days of War,"['War', 'Drama']",Drama
Triangle,['Horror'],
10 Days in a Madhouse,['Drama'],Drama
Heaven is for Real,['Drama'],Drama
Snatch,"['Thriller', 'Crime']",Comedy Drama
Dancin' It's On,"['Drama', 'Romance']",Comedy Drama
Pet Sematary,"['Drama', 'Horror']",
Madadayo,['Drama'],Drama
The Cry of the Owl,['Drama'],Drama Thriller
A Tale of Three Cities,"['Drama', 'History', 'Romance']",Drama
Gremlins,"['Fantasy', 'Horror', 'Comedy']",Comedy
Star Wars,"['Adventure', 'Action', 'Science Fiction']",Action Adventure Science Fiction
Dirty Grandpa,['Comedy'],Comedy
Doctor Zhivago,"['Drama', 'Romance', 'War']",Drama Romance
Trash,"['Adventure', 'Crime', 'Drama', 'Thriller']",Drama
High School Musical 3: Senior Year,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",Comedy
The Fighter,['Drama'],Drama
Jackass Number Two,"['Action', 'Comedy', 'Documentary']",Comedy
My Cousin Vinny,"['Comedy', 'Drama']",Drama
If I Stay,['Drama'],Drama
Drive Hard,"['Action', 'Comedy', 'Crime']",Action Crime
Major League,['Comedy'],Comedy
St. Trinian's,"['Comedy', 'Family', 'Science Fiction']",Comedy
Phone Booth,"['Thriller', 'Drama']",Thriller
A Walk to Remember,"['Drama', 'Romance']",Drama Romance
Dead Man Walking,['Drama'],Drama
Cruel Intentions,"['Drama', 'Romance', 'Thriller']",Drama Romance
Saw VI,"['Horror', 'Mystery']",
History of the World: Part I,['Comedy'],Drama
The Secret Life of Bees,['Adventure'],Drama
Corky Romano,"['Action', 'Comedy', 'Crime']",Comedy
Raising Cain,"['Drama', 'Horror', 'Thriller', 'Crime']",Drama
F.I.S.T.,"['Drama', 'Action']",Drama
Invaders from Mars,['Science Fiction'],
Brooklyn,"['Drama', 'Romance']",Drama Romance
Barry Lyndon,"['Drama', 'Romance', 'War']",Drama
Out Cold,['Comedy'],Comedy
The Ladies Man,['Comedy'],Comedy
Quartet,"['Drama', 'Comedy', 'Romance']",Comedy
Tomcats,"['Comedy', 'Romance']",Comedy
Frailty,"['Drama', 'Thriller', 'Crime']",Crime Drama Thriller
Woman in Gold,['Drama'],Drama
Kinsey,['Drama'],Drama
Army of Darkness,"['Fantasy', 'Horror', 'Comedy']",
Slackers,"['Comedy', 'Romance']",Comedy
What's Eating Gilbert Grape,"['Romance', 'Drama']",Drama Romance
The Visual Bible: The Gospel of John,"['Drama', 'History']",Drama
Vera Drake,"['Crime', 'Drama']",Drama
The Guru,"['Comedy', 'Romance']",Comedy Romance
The Perez Family,"['Comedy', 'Drama', 'Romance']",Comedy Drama
Inside Llewyn Davis,"['Drama', 'Music']",Drama
O,"['Drama', 'Romance', 'Thriller']",Drama
Return to the Blue Lagoon,"['Drama', 'Adventure', 'Romance']",Drama
The Molly Maguires,"['Drama', 'History']",Drama
Romance & Cigarettes,"['Comedy', 'Music', 'Romance']",Drama Romance
Copying Beethoven,['Drama'],Drama
Brighton Rock,"['Drama', 'Thriller', 'Crime']",Drama Thriller
Saw V,"['Horror', 'Thriller', 'Crime']",Horror Thriller
Machine Gun McCain,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",Action Crime Drama Thriller
LOL,"['Drama', 'Comedy', 'Romance']",Comedy Drama Romance
Jindabyne,"['Crime', 'Drama', 'Mystery', 'Thriller']",Drama
Kabhi Alvida Naa Kehna,"['Drama', 'Romance']",Drama Romance
An Ideal Husband,"['Drama', 'Comedy', 'Romance']",Comedy Drama
The Last Days on Mars,"['Science Fiction', 'Thriller', 'Horror']",
